,churn
26992,1
29755,1
2301,1
26280,1
34557,1
6063,1
9004,1
37370,1
21658,1
50583,1
23154,1
22693,1
26863,1
25925,1
7762,1
14374,1
7478,0
19744,1
1925,1
6478,1
18154,1
55905,0
66450,1
36502,0
6521,1
23445,1
39990,1
50598,0
4219,1
2504,1
10647,1
6553,1
11839,1
17543,1
32888,1
21312,1
17264,1
1642,1
2752,1
956,1
37801,1
68420,0
38391,1
16779,1
30921,0
11139,1
34488,0
10591,1
23378,1
1321,1
7630,1
26779,1
16750,1
12807,1
33605,1
42489,1
19605,1
41393,1
21498,1
38613,1
13373,1
19944,1
5873,1
15545,1
14223,1
15095,1
39233,0
4968,1
52572,0
946,1
2393,1
32160,1
5722,1
21991,1
15126,1
9381,1
55530,0
26037,1
25626,1
5380,1
46098,1
57919,1
25302,1
19790,1
24268,0
6984,1
2572,1
23666,1
15342,1
12227,1
20586,1
32379,1
3182,1
32082,1
2624,1
4067,1
5518,0
41061,1
46758,1
49141,1
7599,1
7608,1
20154,1
41847,1
30297,0
32830,1
46032,1
8191,1
30878,1
30068,1
1817,1
5154,1
12298,1
48849,1
16413,1
18736,1
9635,1
25988,1
3394,1
5993,1
8721,1
33531,1
52621,1
7195,1
29799,1
20068,1
23274,1
61968,1
5356,1
6667,1
4769,1
7245,1
25820,1
31400,1
4719,1
8801,0
13515,1
37331,1
8008,1
34215,1
10102,1
41138,1
18467,1
21095,1
1992,1
56645,1
42080,1
38329,1
30901,1
23328,1
2180,1
1385,1
45265,1
3207,1
18505,1
4065,1
14074,1
3326,1
15361,1
66756,1
10441,1
24801,1
3934,1
23667,1
4372,1
53122,1
46622,1
4742,1
39240,1
3539,1
11022,1
48314,0
21457,0
27879,1
31818,1
53889,1
21307,1
12733,1
37318,0
2862,1
23151,1
21027,1
157,1
7637,0
16126,1
28837,1
5513,1
20646,1
60301,1
38297,1
25126,1
565,1
4373,1
15820,1
28036,1
56003,1
8057,1
8510,1
25653,1
11564,1
34167,0
46019,1
20335,1
34241,1
14392,1
36080,1
27478,1
30267,0
6503,1
4324,1
5282,1
13239,1
21648,1
2453,1
25958,0
2055,1
42102,1
58812,1
9623,1
69108,0
16414,1
13342,1
21236,1
39452,0
5118,1
15355,1
8802,1
1635,1
21069,1
21643,1
46413,0
39173,1
5077,1
31000,1
20370,1
5080,1
11623,1
28048,1
3078,1
5602,1
29750,1
45614,1
3706,1
35885,1
22878,1
13949,0
60606,0
55540,1
367,1
52551,1
24778,1
18563,1
32898,1
144,1
14696,1
3082,1
20869,1
54712,1
30818,1
2724,1
44716,1
49862,0
21067,1
978,1
1767,1
49235,1
15897,1
27008,1
6470,1
16370,1
10062,1
21936,1
2551,1
31684,1
17953,1
12216,1
10036,0
133,1
6309,1
3627,1
12269,1
43887,1
17418,1
4353,1
8679,1
32165,1
16863,1
30678,0
294,1
23831,1
53799,1
56461,1
30938,1
17385,1
12197,1
37732,1
56001,1
42345,1
20199,1
10071,1
33856,1
9205,1
4796,1
16124,1
28811,1
17759,1
5180,1
30423,1
22570,1
13280,1
18632,1
2078,1
5971,1
7736,1
1965,0
72037,1
2511,1
2384,1
40298,1
4204,1
30349,1
22043,1
28165,1
14724,1
42136,1
7690,1
8211,1
1827,1
10657,1
15751,1
46877,0
10938,1
30120,1
18096,1
18110,1
18278,1
26065,1
5238,1
11887,1
6348,1
8495,1
10244,1
22773,1
5730,1
2526,1
25040,1
19395,1
15313,1
5152,1
20251,1
50952,1
3986,1
11608,1
2661,1
34856,1
8634,1
6547,1
29109,1
4006,1
9077,1
4570,1
44473,1
1226,1
57377,0
14915,1
26574,1
23767,1
4071,1
6060,1
31942,1
27228,1
4747,1
47040,1
8451,1
55151,1
24076,1
7069,1
6566,1
17338,1
25103,1
10935,1
37808,1
40029,1
12411,1
22939,1
50364,1
32877,1
34808,1
494,1
28544,1
25906,1
1532,1
4206,1
3138,1
23382,1
13775,1
18076,1
28943,1
273,1
16203,1
39546,1
20871,1
25736,1
28062,1
53298,1
5826,1
1591,1
6475,1
2426,1
1429,1
23480,1
10491,1
35024,1
29604,1
19791,1
4423,1
25489,1
52542,1
9844,1
35863,1
829,1
16687,1
25451,1
1546,1
59937,1
2598,1
15903,1
47849,1
31094,1
53991,0
47664,0
19740,1
18160,0
18175,1
16654,1
40216,1
28433,1
2342,1
12201,1
28719,1
7997,1
14876,1
313,1
20281,1
6576,1
8437,1
16655,1
28573,1
1399,1
23489,1
37968,1
20818,1
48816,1
33955,1
1781,1
4121,1
42,1
11980,1
4358,1
48754,1
1304,1
38705,1
38660,1
42321,1
5402,1
21726,1
49886,0
13103,1
66361,1
2162,1
15040,1
2810,1
18001,1
7389,1
1745,1
8419,1
32517,1
36853,1
29518,1
1535,1
14146,1
8284,1
951,1
7939,1
31853,1
63030,1
14193,1
19314,1
12319,1
24054,1
16920,1
38028,1
1422,1
20210,1
729,1
12723,1
49893,1
246,1
43657,0
3365,1
8678,1
14408,1
25981,1
8718,1
58001,1
3647,1
48610,0
42385,1
13127,1
3658,1
24059,1
51169,1
17888,1
25968,1
23444,1
14050,1
10757,1
19852,1
26137,1
25574,1
26508,1
19512,1
39524,1
27935,1
22640,1
5336,1
52218,1
7654,1
23697,1
14848,1
30390,1
10037,1
7450,1
4783,1
13434,1
4708,1
32471,1
18837,1
18526,1
2034,1
13830,1
18251,1
2330,0
20270,1
18101,1
32683,1
16452,1
25067,1
3376,1
22382,1
5633,1
684,0
3128,1
783,1
8845,1
51491,1
5324,1
37529,0
10226,1
48749,1
26856,1
22658,1
1040,1
10780,1
20930,1
40047,1
17399,1
5503,0
8103,1
8149,1
109,1
12618,1
1806,1
50562,0
39005,1
28156,1
29442,1
69606,0
35535,1
15821,1
31846,1
1601,1
25682,1
40110,1
18100,1
17176,1
40158,1
24991,1
1212,1
16393,1
47056,1
37112,0
368,1
11304,1
26746,1
15907,1
24382,1
17236,1
879,1
14326,1
36709,1
4505,1
69147,0
3743,1
43,1
10499,1
5673,1
49066,0
32866,1
44733,1
11085,1
54074,1
2073,1
22483,1
13039,1
1419,1
23034,1
4884,1
31210,1
5192,1
1901,1
2157,0
12096,1
24992,1
20409,1
7228,1
21574,1
6350,1
26625,1
15975,1
29536,0
52452,1
9787,1
34851,1
17070,1
2497,1
52102,1
34672,0
21518,1
9861,1
32845,1
5014,1
22351,1
62449,1
10422,1
9081,1
20137,1
24930,1
27477,1
8995,1
14932,1
9513,1
26196,1
30027,1
10442,1
17556,1
2193,1
31259,1
45489,1
32507,1
2503,1
18351,1
29948,1
8671,1
11708,1
10394,1
41118,1
12772,1
8443,1
32765,1
21130,0
5587,1
44993,1
2604,1
23892,1
2984,1
14421,1
20022,1
42869,1
4403,1
48228,0
27650,0
13396,1
17334,1
6507,1
26426,1
31837,1
12776,1
25352,1
21996,1
9019,1
9729,1
45953,0
4411,1
51338,1
23744,1
7820,1
35442,1
11000,1
8562,1
50070,1
32095,1
26269,0
24467,1
50376,0
14845,1
4860,1
49405,1
11401,1
24848,1
25122,1
8243,1
1783,1
2359,1
4054,1
47833,1
3134,1
47713,1
2756,1
2265,1
72036,1
50462,1
8747,1
17336,1
14769,1
15083,1
58755,1
23757,0
24366,1
31079,0
38809,1
28378,1
607,1
33683,1
7107,1
43546,1
33813,1
15444,1
18946,1
17936,1
5019,1
19965,1
11417,0
29686,1
34211,1
9292,1
21349,1
3965,1
28982,0
24091,1
1713,1
23283,1
8366,1
989,1
35092,1
4956,1
25050,1
8477,1
42538,1
6281,1
23932,1
25263,1
48062,0
45203,1
24521,1
33270,0
46175,1
19247,1
24781,1
52524,1
34755,0
36252,1
14620,1
18303,1
2079,1
4616,1
18722,1
37297,1
43192,1
22836,1
20711,1
45175,1
4641,1
13964,1
15883,1
47186,1
5224,1
6074,1
49645,1
60481,1
27078,1
8279,1
39898,1
45247,1
4574,1
4144,1
6545,1
1955,1
5819,1
14783,1
6821,1
57053,1
48859,0
39642,1
1059,1
8951,1
1865,1
3165,1
15872,1
4962,1
29928,0
12073,1
10516,1
5805,1
54915,1
16048,1
47638,1
38663,1
19599,1
26512,1
27089,1
4725,1
2469,1
23303,1
44783,1
30192,1
20549,1
46184,1
65899,0
44455,1
32522,1
56383,0
10202,1
6435,1
31666,1
7232,1
15836,1
22660,1
967,1
57396,1
25521,0
7785,1
25462,1
12251,1
1573,1
5369,1
2134,1
8905,1
46479,1
9753,0
39096,1
15538,1
49326,1
2915,1
31127,1
24918,1
21551,1
50215,1
3530,1
24723,1
859,1
34875,1
14811,1
13248,1
45434,0
33312,1
31579,1
3662,1
4283,1
1211,0
12142,1
1455,1
10078,1
7220,1
31764,1
6832,1
25192,1
20713,1
31489,1
19228,1
3221,1
33258,1
8711,1
4639,1
2191,1
40830,1
746,1
57928,1
25822,1
8314,1
1857,1
13991,1
475,1
2868,1
18128,1
13677,0
29200,1
14018,1
16387,1
36819,0
20934,1
7583,1
17285,1
418,1
54763,1
54513,0
7950,1
36311,1
21730,1
41455,1
43517,1
6172,1
374,1
3776,1
43026,1
8604,1
53786,1
1513,1
3918,1
2710,1
5854,1
3119,1
21229,1
39374,1
46820,1
2957,1
49810,1
21679,1
8463,1
16111,1
6745,1
49612,1
7769,1
4947,1
2221,1
27342,1
7803,1
4325,1
31753,1
6100,1
24813,0
13392,1
29407,1
16269,1
23342,1
53954,1
29146,1
21042,1
2128,1
14624,1
5062,1
7771,1
30816,1
23889,1
4064,1
19135,1
3032,1
44632,1
8971,1
12099,1
35239,1
51288,0
32381,1
22549,1
16376,1
31055,1
16237,0
31968,1
11769,1
2515,1
22411,1
4722,1
7013,1
17616,1
66915,0
26804,1
3535,1
4491,1
17942,1
3251,1
4170,1
51663,1
23972,1
5644,1
3193,1
27053,1
30904,1
32755,1
17135,1
10922,1
33109,1
26156,1
7311,1
28992,1
22238,1
10221,1
4865,1
28634,1
5731,0
44512,1
31897,1
23327,1
3192,1
3938,1
31355,1
11061,1
27481,1
2608,1
3432,1
29983,1
14373,1
17958,1
1190,1
49422,0
57635,1
8985,1
6528,1
24830,1
33720,1
6243,1
9096,1
628,1
4295,1
33725,1
6225,1
44672,0
52433,1
839,1
14479,1
20667,1
4582,1
4359,1
527,1
57348,1
12419,1
16812,1
24431,1
15945,1
21844,1
15158,1
17740,1
35244,0
19553,1
14598,1
33037,1
20675,1
3814,1
9907,1
3264,1
9376,1
59642,1
20518,1
56993,0
13227,1
68844,1
29207,1
23141,1
25226,0
8074,1
54124,1
31732,1
25009,1
5692,1
8175,1
26360,1
3441,1
4361,1
25791,1
28342,1
40273,1
18483,1
24965,1
51129,0
6217,1
48773,1
8375,1
21968,1
5948,1
28033,1
4928,1
142,1
47258,1
17487,1
29987,1
31332,1
7056,1
15764,1
20351,1
18521,1
7381,1
1393,1
8944,1
21209,1
8346,1
24256,1
20813,1
22774,1
16206,1
24867,1
6628,1
47617,0
40616,1
74,1
21577,1
51128,0
31664,1
47859,1
566,1
14586,1
4033,1
49887,0
9982,1
26648,0
32922,0
25129,1
24840,1
23722,1
17628,1
51553,0
14453,1
23014,1
21383,1
37901,1
27238,1
38383,1
9298,1
15467,1
32032,0
22924,0
28191,1
19708,1
571,1
13516,1
71198,1
22954,1
10789,1
32795,0
54389,1
13712,1
2611,1
7354,1
38750,0
28942,1
4472,1
13256,1
4225,1
22880,1
11867,1
52722,0
10948,1
9230,1
19289,1
7784,1
25301,1
34520,1
8788,1
19924,1
45556,1
37672,1
38623,1
20582,1
11554,1
37939,1
4368,1
14618,1
13730,1
1272,1
13355,1
10492,1
1589,1
24753,1
13853,1
16419,1
5473,0
2093,1
35698,1
4185,1
2278,1
25813,1
1681,1
2657,1
10508,1
14630,1
2646,1
2363,1
50193,1
13037,1
40904,1
34895,1
14488,1
30025,1
23561,1
2347,1
6459,1
12949,1
5977,1
6033,1
48996,0
11229,1
15660,1
9085,1
30782,1
1206,1
13295,1
784,1
16839,1
4713,1
31865,0
7867,1
3484,1
32696,1
14647,1
15234,0
9925,1
9778,1
10001,1
29629,1
14828,1
3544,1
2314,1
22794,1
18811,1
37435,1
26502,1
29573,1
14254,1
21164,1
12682,1
31781,1
66955,1
1770,1
29307,1
1386,1
27025,1
15039,1
44328,0
47602,0
8376,1
5467,1
61766,0
8609,1
5740,1
48070,1
15147,1
544,1
4807,1
24812,1
7023,1
4044,1
49900,1
13570,1
9224,1
3237,1
22571,1
49014,0
47162,1
6180,1
19028,1
2480,1
46274,1
10923,1
33127,1
6343,1
25899,1
20699,1
22875,1
3993,1
9967,1
17115,1
15435,1
1148,1
15343,1
59808,1
585,1
13113,1
6229,1
46099,1
13855,1
13897,1
3550,1
2089,1
39085,1
1285,1
15505,1
28702,1
4163,1
7223,1
50586,1
27418,1
26953,0
6953,1
11848,1
19461,1
15133,1
44335,1
28791,1
23070,1
215,1
7922,1
1353,1
16771,1
29697,0
11716,1
8009,1
22942,1
5904,1
23999,1
36668,1
26537,1
7659,1
8768,1
26239,1
40470,1
2192,1
4701,1
2643,1
51260,0
11355,1
923,1
20195,1
30128,1
997,1
27251,1
45036,1
906,1
29494,1
1644,1
6231,1
13794,1
36194,0
25717,1
1832,1
48666,0
16193,1
7065,1
3003,1
892,1
30009,1
63254,1
26108,1
3600,1
33250,1
6930,1
57494,0
26557,1
39417,1
24625,1
2863,1
5912,1
484,1
61604,1
57685,1
20742,1
3315,1
39054,1
10547,1
17143,1
33211,1
2980,1
47818,1
7122,1
3353,1
938,1
9380,1
13666,1
20295,1
18392,1
17136,1
37966,1
29737,1
35242,0
21425,1
19175,1
29938,1
26101,1
1915,1
19697,1
25065,1
30306,1
25709,1
17985,1
20173,1
33140,1
22241,1
7397,1
38837,1
21851,1
11582,1
1423,1
26237,1
14320,1
24299,1
10181,1
1588,1
40839,0
14171,1
28985,0
7835,1
47284,1
35293,1
17501,1
11312,1
7404,1
7872,1
10117,1
13406,1
4094,1
8228,1
9168,1
25965,1
47166,0
2054,1
5451,1
3678,1
2250,1
36919,1
16665,1
6816,1
1796,1
11182,1
37064,1
18764,1
21329,0
27975,1
32124,1
5683,1
48214,1
35084,1
3197,1
7550,1
42352,1
2818,1
5435,1
25693,1
6573,1
39236,1
3931,1
7980,1
12576,1
7757,1
32547,1
35507,1
21884,1
20620,1
52006,1
13394,1
50895,0
70148,1
6906,1
19255,1
18130,0
24743,1
18155,1
21165,0
14698,1
12475,1
3042,1
3673,1
1307,1
22562,1
11709,1
19390,1
3224,1
33748,1
22619,0
43928,1
24907,1
2965,1
8910,1
6097,1
10854,1
3051,1
31187,1
54976,1
59226,1
26751,1
10699,1
21261,1
23832,1
13214,1
29271,1
35960,1
19753,1
49128,1
24399,1
3209,1
25625,1
5189,1
31376,1
28987,1
20465,1
17824,1
55273,1
27949,1
2983,1
5037,1
12531,1
35869,1
50418,1
5107,1
2585,1
21738,0
65838,1
48318,0
53409,0
23681,1
26544,1
66465,0
7563,1
29411,1
13847,1
49291,1
377,1
42632,1
29858,1
49854,1
42272,1
18681,1
19168,1
7098,1
42623,1
69505,0
33381,1
38199,1
25293,1
47634,1
10726,1
21920,1
26231,1
9091,1
44116,1
5278,1
25970,1
17585,1
12821,1
25278,1
8973,1
29034,1
44165,1
30603,1
11091,1
39053,1
12925,1
71565,1
31534,1
24936,1
27311,1
46215,1
7558,1
28831,1
1466,1
8269,1
29127,1
11325,1
411,0
38335,1
34382,1
23134,0
9755,1
4459,1
25658,1
9498,1
24132,1
13499,1
22695,1
32063,1
13223,1
2531,1
552,1
8052,1
5098,1
995,1
18016,1
11902,1
12658,1
43726,1
1607,1
5657,1
26342,1
55455,1
25875,1
716,1
27079,0
6423,1
15189,1
1948,1
4816,1
17427,1
7043,1
18673,1
2702,1
4737,1
21004,1
14357,1
38036,1
39339,0
31452,1
8857,1
3511,1
8844,1
25141,1
16609,1
37329,0
5363,1
58840,1
18882,1
39661,1
32548,1
2366,1
20946,1
28427,1
844,1
36537,1
29510,1
20548,1
8,1
69718,0
29313,1
1880,1
700,1
15966,1
55878,0
41977,1
14736,1
23823,1
606,1
16116,1
913,1
20691,1
49992,1
4211,1
9358,1
47748,1
32391,1
3646,1
38782,1
28452,1
21560,1
6626,1
39457,1
20559,1
10316,1
12188,0
12920,1
25627,1
27487,1
33580,1
36005,1
5621,1
15097,1
22479,1
3017,1
26900,1
6300,1
5106,1
25380,1
9362,1
19136,1
22618,1
9056,1
5672,1
8750,1
9996,1
53697,0
9198,1
37645,1
2548,1
13258,1
3564,1
18492,0
7100,1
8548,1
9458,1
555,1
46354,1
14717,1
12332,0
5421,1
5207,1
19293,0
5361,1
7527,1
11151,1
990,1
13305,1
39453,1
35079,0
20098,1
29259,1
7424,1
13303,1
21876,1
23934,1
55596,1
10834,1
11453,1
3052,1
9403,1
25154,1
22654,1
32976,1
3593,1
451,1
47769,1
28368,1
12342,1
36177,1
20301,1
34224,1
19201,1
35298,1
14005,1
21354,1
44714,1
30370,1
15320,1
14073,1
1200,1
7623,1
28513,1
14787,1
25207,1
19704,1
9851,1
16394,1
23728,1
19217,1
20125,1
53690,1
65482,0
36678,1
14853,1
16135,1
25348,1
42041,1
2462,1
1549,1
1286,1
32307,1
7241,1
37233,1
40338,1
27295,1
13328,1
34209,1
5913,1
1150,1
3288,1
9122,1
19729,1
16186,1
8427,1
14040,1
8497,1
4916,1
48771,1
3112,1
11078,1
45283,1
16274,1
2122,1
32711,0
51059,0
17272,1
19479,1
38180,1
8505,1
1252,1
26152,1
1913,0
165,1
1219,0
22202,1
32857,1
70865,1
4061,1
1572,1
35458,1
24950,1
30775,0
41636,1
807,1
2879,1
16593,1
42694,1
11038,1
8775,1
11966,1
1625,1
7721,1
5772,1
119,1
2484,1
7532,1
21873,1
29461,1
48618,1
28108,1
5043,1
1840,1
17652,1
45147,0
13506,1
1139,1
8246,1
32676,1
4831,1
140,1
1626,1
37031,1
4542,1
49857,0
35381,1
17078,1
149,1
14822,1
47627,1
54427,1
31085,1
7545,1
19165,1
11949,1
25271,1
31655,1
25158,0
4443,1
28431,1
1537,1
36087,1
27926,1
1351,1
4576,1
55369,1
10762,1
20552,1
13692,1
46494,1
26498,1
17315,0
20002,1
30614,1
49978,1
20216,1
22467,1
18077,1
5541,1
1483,1
9546,1
27738,1
36480,1
32963,1
693,1
648,1
25254,1
877,1
10706,1
4220,1
20789,1
36783,1
11398,1
8470,0
16969,1
11789,1
14403,1
45593,1
18164,1
20429,1
49172,1
25670,1
40284,1
50672,1
32448,1
30941,1
33962,0
22793,1
64720,1
5260,1
31198,1
15431,1
14001,1
45121,1
7672,1
7360,1
20030,1
15174,1
45207,1
2096,1
43745,0
1636,1
30480,1
3098,1
6001,1
38717,1
38545,1
28683,1
30967,1
27868,1
45937,0
21486,1
4085,1
21752,1
21389,1
12029,1
17494,1
7112,1
13915,1
24607,1
18630,1
45197,0
5599,1
22410,1
7301,1
35199,0
40662,1
9543,1
27135,1
18241,1
6866,1
10539,1
31941,1
45661,1
9649,1
25975,1
9806,1
4663,1
30584,1
23163,0
11478,1
9048,1
18847,0
10673,1
35749,1
7129,1
609,1
9226,1
4122,1
48884,1
32286,1
4620,1
20052,1
22780,1
10010,1
34984,1
17327,1
31591,1
22796,1
1780,1
47161,1
1280,1
53017,1
2676,1
18762,1
15938,1
15461,1
23632,1
30402,1
36470,1
2794,0
31434,1
66657,1
9408,1
38507,1
49229,1
25374,1
7149,1
8213,1
11826,1
8729,1
5290,1
31549,1
16627,1
1558,1
47382,1
28119,1
1961,1
327,1
57337,1
51208,0
2472,1
30295,1
40095,1
46368,1
16745,1
16624,1
53147,0
15440,1
24719,1
11888,1
24713,1
31230,1
18913,1
8222,1
237,1
17951,1
7700,1
2619,1
16631,1
34344,1
12106,0
13956,1
3905,1
38454,1
24039,1
14988,1
1459,1
5572,1
26943,1
13110,1
9677,1
50056,1
28656,1
4652,1
36684,1
3352,1
14400,1
6045,1
14951,1
46790,1
23254,1
2560,1
20034,1
28648,1
50105,1
39426,1
22205,1
32925,1
6367,1
16960,1
5903,1
3096,1
26146,1
2353,1
30587,1
12219,1
28722,1
47614,1
4276,1
3736,1
48519,1
46855,0
10364,1
8705,1
17549,1
8914,1
65622,1
4695,1
21908,1
23350,0
47517,0
3683,1
6311,1
763,1
1165,1
324,0
23544,0
8984,1
25646,1
20206,1
29091,1
66289,1
38259,0
31440,1
22769,1
5734,1
18333,1
3859,1
48412,0
7499,1
7081,1
7094,1
42120,1
13132,1
2463,0
13488,1
65585,1
39500,1
62139,0
42921,0
23517,1
31815,1
45214,0
22734,1
14328,1
20450,1
20645,1
19834,1
45615,1
48742,0
26103,1
5332,1
26408,1
26985,1
17082,1
28561,1
45113,1
25285,1
15399,1
27404,1
63155,0
5928,1
2345,1
27992,1
28900,1
12606,1
8465,1
38816,1
7347,1
10040,1
15905,1
3073,1
26535,1
50037,1
30408,1
25772,1
43698,0
22284,1
10909,1
65175,0
39168,1
19759,1
47585,0
43961,1
3242,1
20242,0
44007,1
19998,1
55310,1
11126,1
2785,1
37429,1
29680,1
28109,1
25556,1
30065,1
9387,1
38043,0
24630,1
20212,1
69937,1
3007,1
28035,1
13656,1
11551,1
46291,1
16287,0
26000,1
31857,1
4441,1
41399,1
54106,0
12558,1
13630,1
12898,1
31800,1
14354,1
43379,1
22877,1
29811,1
5251,1
38674,1
20750,1
37574,1
47179,1
12589,1
23829,1
16757,1
2823,1
28061,1
33626,1
19478,1
11421,1
4845,1
59802,0
3995,1
32450,1
679,1
3703,1
20269,1
8621,1
7454,1
27505,1
11466,1
7167,1
6345,1
3926,1
25529,1
3752,1
7627,1
19280,1
46620,1
27017,1
2955,1
21836,1
5935,1
15731,1
26945,1
29350,1
5209,1
7740,1
22408,1
18910,1
6230,1
3659,1
3641,1
27438,1
24169,1
45565,1
5241,1
13876,1
53534,1
16973,1
15345,1
5095,1
30688,1
30359,1
37535,1
4384,1
66563,0
7051,0
4645,1
14687,1
10548,1
38467,1
3585,1
957,1
29990,1
23457,1
43848,1
7557,1
3852,1
30205,1
8318,1
3460,1
25544,1
5507,1
43870,1
17126,1
26265,0
42986,1
30288,1
26363,1
6917,1
18880,1
32228,1
4458,1
11196,1
37855,1
49157,0
18285,1
34942,0
17815,1
7278,1
23105,1
15247,1
4794,1
35771,1
29185,1
31821,1
8531,1
15809,1
21978,1
37098,1
14471,1
7796,1
24767,1
54502,1
11371,1
5908,1
838,1
20404,1
49559,0
25971,1
27459,1
43687,1
29741,1
25750,1
49824,0
46974,0
41870,1
6954,1
18306,1
14394,1
38738,1
48814,0
10070,1
15569,0
3945,1
21014,0
20825,1
32980,1
19618,1
66507,1
9765,1
11025,1
4615,1
62980,1
38018,1
6672,1
4111,1
4776,1
17485,1
8290,1
1,1
53665,1
1684,1
27819,1
20684,1
26631,1
66674,1
2645,1
48258,0
12406,1
29835,1
33231,1
1241,1
43069,1
1041,1
42669,1
21265,0
22762,1
662,1
10796,1
6929,1
13105,1
22051,0
3908,1
53330,1
43233,1
48937,0
23112,1
33047,1
7332,1
55788,1
20710,1
1583,1
70033,1
9815,1
52493,1
11666,1
53633,1
3791,1
25405,0
14513,1
26154,0
18117,1
1152,1
14508,1
10166,1
20948,1
21776,1
22340,1
18021,1
6916,1
27207,1
34907,0
441,1
14511,1
14451,1
33535,0
3320,1
24192,1
17502,1
18725,1
22331,1
17180,1
16851,1
10281,1
11116,1
3767,1
878,1
10450,1
23699,1
38102,1
16702,1
1760,1
18805,1
19096,1
17118,1
40632,1
45986,1
22038,1
14715,1
29590,1
25439,1
36695,1
44584,1
9492,1
34318,1
32798,0
15464,1
55686,1
4471,1
2897,1
19009,1
56438,1
37188,1
33259,1
20640,1
34464,1
14352,0
3676,1
42997,1
10245,1
30121,1
44359,1
1600,1
9935,1
11344,1
71981,1
4414,1
683,1
29463,1
1881,1
29103,1
8519,1
25031,1
32611,1
9442,1
64005,1
30586,1
15856,1
33243,1
28645,1
30445,0
62983,1
6964,1
44899,0
31191,1
35258,1
28666,1
35918,1
4014,1
31848,1
45370,1
2378,1
6843,1
20893,1
16083,1
29107,1
4200,1
7188,1
72087,1
29480,0
925,1
5404,1
19485,1
13466,1
61546,0
16619,1
26367,1
17895,1
8257,1
6398,1
7547,1
20976,1
11898,1
20592,1
4878,1
10056,1
24196,1
28909,1
53130,1
22864,1
24058,1
46934,1
57,1
24962,1
43121,1
14960,1
22574,1
14160,1
11054,1
33477,1
15035,1
5123,1
12844,1
6944,1
1990,1
19801,1
25594,1
17329,1
59087,1
6269,1
29836,1
15088,1
39625,1
6819,1
7610,1
26923,1
37928,1
11387,1
12767,1
26984,1
13479,1
40529,0
4266,1
6587,1
2534,1
54958,1
21420,1
8382,1
11662,1
27543,1
29157,1
6417,1
32504,1
2460,0
19059,1
20285,0
66673,1
30798,1
52664,1
23758,1
34714,1
402,1
25426,0
29522,1
35558,1
4558,1
10906,1
30211,1
1664,0
9657,1
18250,1
50308,1
11224,1
21233,1
15384,1
32821,1
2196,1
18571,1
6801,1
42247,1
6333,1
523,1
11846,1
38197,0
1593,1
9092,1
2639,1
1555,1
22307,1
9852,1
15107,1
7436,1
16065,1
21662,1
15604,1
3090,1
26938,1
22225,1
4753,1
5221,1
3174,1
36024,1
18954,1
6582,1
22713,1
12450,1
26425,1
13621,1
12469,1
8502,1
9264,1
24251,1
3136,1
13983,1
10994,1
21794,1
66242,1
26902,1
17342,1
881,1
10875,1
3813,1
50249,1
20917,1
27805,1
34999,1
32537,1
129,1
56968,1
3588,1
14283,1
38634,1
64210,0
39265,1
23376,1
46292,1
18840,1
21216,1
40954,1
29753,1
5060,1
9303,1
36473,1
8272,1
6842,1
7582,1
10550,1
31739,1
27945,1
10411,1
11396,1
52111,1
14619,1
33659,1
17056,1
43795,0
1236,1
29787,1
49439,1
3027,1
24436,1
4068,1
11496,1
6327,1
3425,1
46835,0
4277,1
14022,1
15935,1
49752,1
9854,1
11337,1
29932,1
58460,0
7786,1
6388,1
15949,1
46451,1
22211,1
7293,1
49262,1
47328,0
36951,1
15482,1
29439,0
25081,1
29721,1
65479,1
25159,1
27514,1
29215,1
32127,1
20448,1
52949,1
24832,1
8335,1
6636,1
25811,1
29482,1
3210,1
25078,1
4676,1
17396,1
30819,1
1933,1
27373,1
22615,1
34566,1
27988,1
39372,1
24393,1
32606,1
18301,1
3499,1
2136,1
9249,1
12179,1
36050,1
2759,1
49296,1
30466,1
38776,1
40173,1
2919,1
10016,1
17110,1
58436,1
14612,1
48089,0
13362,1
38530,1
20203,1
20331,1
21419,1
49366,0
22053,1
5018,1
2667,1
8046,1
9570,1
4854,1
33056,1
21188,1
1757,1
7252,1
6426,1
3525,1
39716,1
4269,1
59620,1
10167,1
58759,1
13811,1
48283,1
10247,1
28936,1
23612,1
55714,0
56,1
50362,0
22387,1
6720,1
2350,1
14671,1
16289,1
51002,1
37969,1
11849,1
31745,1
10321,1
13351,1
50327,1
28037,1
631,1
18924,1
13073,1
11174,1
5255,1
29349,1
31791,1
18820,1
36820,1
18715,1
23900,1
16156,1
46336,1
38948,1
40219,1
50633,1
18165,1
9573,1
3216,1
48557,1
27193,1
6680,1
2186,1
10129,1
7196,1
26006,1
16944,0
11989,1
17300,1
26199,1
18353,1
31683,1
11638,1
13213,1
47605,1
6210,1
62856,1
30806,1
33356,1
36384,1
31997,1
10213,1
57972,1
33309,1
3255,1
5237,1
68590,0
5024,1
7538,1
11815,1
14309,1
50235,0
23730,1
11557,1
12661,1
66259,1
16130,1
11935,1
6945,1
12297,1
4191,0
32756,1
4587,1
38221,1
31309,1
27679,1
68086,0
5288,1
30838,1
3520,1
17785,1
4079,1
40984,1
3252,1
46406,1
8672,1
5883,1
17593,1
2444,1
27345,1
45472,1
22756,1
56520,0
1754,1
33212,1
44550,1
9359,1
12757,1
2205,1
27870,1
11291,1
