,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit
8465,1,0,3.41,17,,0,7.0,3.4,0
38816,0,0,0.72,32,,1,57.2,2.3,0
7347,1,0,3.09,13,,0,11.2,1.0,0
10040,1,0,1.98,22,,0,0.0,0.0,0
15905,1,0,3.99,26,,1,13.6,0.7,0
3073,0,0,2.12,22,,0,0.0,0.0,0
26535,0,0,2.33,22,,0,16.8,2.6,0
50037,1,0,1.98,14,,0,0.0,0.0,0
30408,1,0,1.02,18,,0,0.0,0.0,0
25772,0,0,1.83,0,,0,11.7,1.1,4
43698,1,0,2.88,163,,1,325.8,26.6,0
22284,1,1,0.75,14,,0,0.0,0.0,0
10909,1,0,1.98,23,,0,0.0,0.0,0
65175,1,0,0.62,14,,0,77.0,6.4,0
39168,0,0,0.35,28,,0,50.1,8.9,0
19759,0,0,1.83,22,,0,7.9,0.5,0
47585,1,0,2.39,59,,0,211.1,9.0,0
43961,0,0,1.7,24,,0,32.6,1.8,0
3242,1,1,2.32,22,,0,0.0,0.0,0
20242,0,0,6.12,40,,0,40.2,2.2,0
44007,1,0,2.11,13,,0,16.1,1.1,0
19998,1,0,2.05,0,,0,0.0,0.0,0
55310,1,0,1.41,14,,0,81.4,6.3,0
11126,0,0,0.75,20,,0,0.0,0.0,0
2785,1,0,2.12,0,,0,0.0,0.0,0
37429,0,0,1.98,26,,0,30.1,1.3,0
29680,1,1,5.52,14,,0,10.2,3.6,0
28109,0,0,1.11,26,,0,49.8,10.2,0
25556,1,0,1.96,22,,0,9.0,0.4,0
30065,0,0,0.08,0,,2,6.1,5.4,0
9387,0,0,2.11,21,,0,0.0,0.0,0
38043,1,1,3.52,16,,0,88.9,16.1,0
24630,1,0,2.06,0,,3,37.6,2.8,0
20212,1,0,1.98,19,,0,0.2,0.0,0
69937,1,0,0.13,8,,0,15.2,2.0,0
3007,1,0,2.91,23,,0,0.0,0.0,0
28035,1,0,1.99,24,,0,1.5,0.2,0
13656,0,0,3.12,19,,0,8.9,0.7,0
11551,0,0,2.14,21,,0,8.6,0.8,0
46291,1,1,1.95,22,,0,96.3,5.6,0
16287,0,0,6.46,24,,0,28.2,1.6,0
26000,0,0,0.28,19,,0,0.0,0.0,0
31857,1,0,0.4,21,,0,10.6,2.3,0
4441,1,0,3.32,11,,0,0.1,0.0,0
41399,0,0,1.17,26,,0,160.8,13.3,0
54106,1,0,1.68,26,,2,44.2,3.3,0
12558,1,0,2.44,22,,0,3.6,0.5,0
13630,0,0,2.47,21,,4,21.1,2.0,0
12898,1,1,2.13,18,,0,0.0,0.0,0
31800,1,1,3.1,19,,0,61.2,3.1,0
14354,1,1,2.11,0,,0,0.0,0.0,0
43379,0,0,2.06,33,,0,74.2,10.3,0
22877,0,0,1.99,20,,0,17.4,2.0,0
29811,1,0,2.67,24,,0,5.6,0.2,0
5251,1,1,3.7,0,,0,4.3,0.1,4
38674,1,0,1.68,21,,0,24.4,2.3,0
20750,1,1,5.97,2,,0,0.0,0.0,0
37574,1,0,2.01,20,,0,26.7,0.7,0
47179,1,0,2.22,16,,0,71.7,3.7,0
12589,1,0,2.03,23,,0,1.9,0.5,0
23829,1,1,2.09,18,,0,11.2,0.9,0
16757,1,0,1.98,21,,0,6.0,0.5,0
2823,1,0,2.02,0,,0,0.0,0.0,0
28061,0,0,2.01,35,,0,66.8,7.4,0
33626,1,0,1.89,16,,2,84.6,6.0,0
19478,0,0,2.17,21,,0,6.2,0.4,0
11421,1,0,2.05,16,,0,0.0,0.0,1
4845,1,0,7.08,17,,0,7.6,0.7,0
59802,1,0,1.06,21,,0,65.3,5.9,0
3995,1,1,5.79,48,,0,41.2,1.8,0
32450,1,1,0.61,22,,1,14.5,0.8,0
679,1,0,3.61,0,,0,0.0,0.0,4
3703,1,1,2.84,0,,0,0.0,0.0,7
20269,1,0,2.76,40,,0,74.4,6.0,0
8621,1,0,3.43,0,,0,0.5,0.0,1
7454,1,0,7.96,0,,0,0.0,0.0,0
27505,0,0,2.55,40,,0,44.0,2.3,0
11466,1,0,2.79,24,,0,11.7,0.6,0
7167,0,0,4.67,27,,0,34.8,1.6,0
6345,1,0,8.05,0,,0,0.0,0.0,0
3926,1,0,6.63,26,,0,118.1,14.2,0
25529,1,0,1.98,38,,0,16.5,1.3,0
3752,1,1,3.76,0,,0,0.0,0.0,0
7627,1,1,2.27,0,,0,0.0,0.0,6
19280,1,0,2.69,22,,0,9.7,2.6,0
46620,1,0,1.99,22,,0,66.6,3.9,0
27017,1,1,4.03,33,,1,35.1,3.9,0
2955,0,0,1.96,13,,0,0.0,0.0,0
21836,1,0,2.32,0,,0,12.9,3.8,0
5935,1,1,2.41,21,,0,0.0,0.0,0
15731,1,0,1.99,35,,0,11.5,0.6,0
26945,0,0,2.18,5,,0,0.3,0.3,0
29350,1,0,0.76,21,,1,3.4,0.3,0
5209,1,1,3.73,0,,0,0.9,0.1,2
7740,1,1,3.93,19,,0,4.5,0.2,0
22408,1,1,1.99,40,,5,93.9,8.2,0
18910,1,0,2.0,22,,0,0.3,0.0,0
6230,1,0,2.71,0,,0,0.0,0.0,0
3659,1,1,2.01,22,,0,0.0,0.0,0
3641,0,0,1.35,11,,0,0.0,0.0,0
27438,1,0,5.13,30,,0,61.5,4.6,0
24169,0,0,2.35,21,,0,34.1,1.6,0
45565,0,0,1.98,24,,0,26.5,1.4,0
5241,0,0,4.85,20,,1,4.1,0.3,0
13876,0,0,0.48,0,,1,0.0,0.0,5
53534,1,0,1.59,14,,0,6.2,0.9,0
16973,1,0,1.98,18,,6,14.1,1.2,0
15345,0,0,2.15,20,,0,18.6,1.3,0
5095,1,1,2.51,0,,0,0.0,0.0,6
30688,1,0,0.72,34,,0,22.2,2.2,0
30359,1,0,0.74,21,,1,4.9,0.5,0
37535,1,1,1.27,24,,0,11.5,0.5,0
4384,1,1,1.49,23,,1,0.0,0.0,0
66563,1,1,0.46,35,,0,12.3,0.8,0
7051,1,0,7.5,4,,1,4.0,0.5,1
4645,1,0,5.39,24,,0,56.9,4.2,0
14687,0,0,2.18,21,,0,2.6,0.2,0
10548,0,0,1.7,20,,0,0.0,0.0,0
38467,1,0,3.6,21,,0,79.3,6.1,0
3585,1,1,2.36,24,,1,0.0,0.0,0
957,0,0,3.99,13,,0,0.0,0.0,0
29990,1,1,5.08,19,,0,53.3,4.0,0
23457,1,0,2.42,0,,0,4.1,0.5,5
43848,1,0,2.07,12,,0,8.2,0.9,0
7557,1,0,1.19,0,,0,0.0,0.0,0
3852,1,1,4.15,0,,0,0.2,0.0,0
30205,1,0,2.76,15,,0,28.7,5.0,0
8318,1,1,2.37,0,,0,0.0,0.0,7
3460,0,0,1.61,0,,0,0.0,0.0,0
25544,0,0,3.2,10,,0,2.8,0.6,6
5507,1,0,4.99,25,,0,35.4,2.7,0
43870,1,0,2.42,30,,0,25.4,2.6,0
17126,1,0,2.24,24,,0,4.0,0.4,0
26265,1,0,5.39,21,,0,144.2,5.2,0
42986,1,1,1.7,41,,0,52.0,3.9,0
30288,0,0,4.95,0,,0,0.0,0.0,0
26363,0,0,0.94,14,,0,5.5,0.2,0
6917,0,0,2.91,0,,0,0.0,0.0,0
18880,0,0,4.04,12,,0,5.7,0.1,4
32228,1,0,2.35,24,,0,0.9,0.0,0
4458,1,1,3.45,22,,0,38.6,6.2,0
11196,0,0,5.94,6,,0,68.6,5.6,0
37855,1,0,2.14,32,,0,36.8,3.1,0
49157,1,0,2.19,15,,0,119.0,21.7,0
18285,0,0,3.28,24,,0,2.6,0.1,0
34942,1,0,4.01,30,,0,71.5,5.8,0
17815,0,0,1.98,0,,0,3.6,0.3,6
7278,0,0,2.23,14,,0,0.0,0.0,0
23105,0,0,2.59,6,,0,0.0,0.0,0
15247,0,0,2.54,0,,0,3.5,0.3,6
4794,0,0,2.81,22,,0,0.0,0.0,0
35771,1,0,0.12,11,,0,3.9,0.3,0
29185,0,0,2.18,32,,0,10.8,3.2,0
31821,1,0,1.04,36,,0,85.2,8.7,0
8531,0,0,2.27,0,,0,0.0,0.0,7
15809,1,0,3.19,48,,0,49.2,2.6,0
21978,1,0,3.9,24,,0,23.8,1.1,0
37098,1,0,2.98,33,,0,20.6,3.6,0
14471,1,0,3.49,20,,0,12.7,0.7,0
7796,0,0,0.99,13,,0,0.0,0.0,0
24767,1,0,1.39,22,,0,10.8,0.9,0
54502,1,0,1.98,5,,0,22.4,1.7,0
11371,1,1,2.04,23,,0,0.0,0.0,0
5908,0,0,1.07,14,,0,2.1,0.1,0
838,1,1,5.85,16,,0,11.7,1.0,0
20404,1,0,3.85,24,,1,26.1,5.0,0
49559,1,0,2.15,24,,0,64.7,6.3,0
25971,1,0,1.42,0,,0,14.1,0.4,3
27459,1,0,0.0,0,,0,0.0,0.0,0
43687,1,1,1.99,25,,0,51.4,2.4,0
29741,1,0,4.9,25,,0,0.0,0.0,0
25750,1,0,3.33,20,,0,8.8,2.9,0
49824,1,0,2.12,14,,0,97.9,6.2,0
46974,1,0,2.48,18,,0,16.3,0.8,0
41870,1,0,2.35,19,,0,0.0,0.0,0
6954,0,0,1.22,0,,0,0.0,0.0,0
18306,1,0,2.87,21,,0,11.2,14.7,0
14394,1,1,0.56,0,,0,0.0,0.0,6
38738,1,0,1.99,25,,0,39.3,3.7,0
48814,0,0,2.22,21,,2,54.3,10.5,0
10070,1,1,2.84,56,,0,86.8,6.7,0
15569,1,1,6.52,21,,0,54.3,2.9,0
3945,0,0,2.93,13,,0,0.0,0.0,0
21014,1,1,6.07,15,,0,35.4,3.7,0
20825,1,0,1.98,12,,0,1.2,0.1,0
32980,0,0,0.0,0,,0,0.0,0.0,0
19618,0,0,0.52,16,,1,0.0,0.0,0
66507,1,0,0.27,26,,0,6.8,1.1,0
9765,1,0,1.98,22,,0,0.0,0.0,0
11025,1,0,3.04,22,,0,29.2,2.4,0
4615,1,1,2.26,0,,0,0.0,0.0,6
62980,1,0,1.04,4,,0,90.2,2.5,0
38018,0,0,2.1,23,,0,77.0,23.5,0
6672,1,1,2.73,0,,0,0.0,0.0,6
4111,1,1,2.34,0,,0,0.0,0.0,7
4776,1,0,3.54,49,,0,74.9,12.7,0
17485,0,0,2.15,23,,0,5.8,0.3,0
8290,1,1,1.19,0,,1,0.0,0.0,0
1,0,0,8.22,0,,0,0.0,0.0,0
53665,0,0,1.0,73,,1,182.0,85.8,0
1684,1,0,8.58,22,,0,62.2,3.3,0
27819,1,0,1.36,23,,0,18.6,3.6,0
20684,1,0,2.33,21,,0,8.3,0.7,0
26631,1,0,2.33,15,,1,23.5,2.7,0
66674,0,0,0.47,27,,2,18.5,2.1,0
2645,1,1,5.12,0,,0,6.0,0.6,6
48258,0,0,2.3,21,,0,13.4,66.3,0
12406,1,0,2.11,18,,0,0.0,0.0,0
29835,1,1,2.06,32,,1,28.8,3.5,0
33231,1,0,1.98,30,,0,45.3,1.1,0
1241,1,1,5.78,23,,0,0.0,0.0,0
43069,1,0,1.98,13,,0,18.2,1.4,0
1041,0,0,7.32,10,,0,4.8,0.5,6
42669,1,0,0.73,30,,0,124.1,12.8,0
21265,1,1,6.05,40,,0,2.7,0.5,0
22762,1,0,1.88,19,,0,6.4,2.0,0
662,0,0,3.81,0,,2,0.0,0.0,5
10796,1,1,4.11,15,,0,0.0,0.0,0
6929,1,1,1.02,21,,1,0.0,0.0,0
13105,0,0,1.42,23,,0,0.0,0.0,0
22051,0,0,5.98,24,,0,19.0,1.8,0
3908,1,0,2.58,23,,0,0.0,0.0,0
53330,1,1,2.0,7,,0,28.2,2.9,0
43233,0,0,0.09,16,,0,9.7,0.4,0
48937,1,0,2.21,8,,0,36.4,2.5,0
23112,1,0,2.99,21,,0,24.6,0.9,0
33047,0,0,0.86,37,,0,50.0,3.9,0
7332,1,1,2.69,0,,0,0.0,0.0,0
55788,1,1,1.52,23,,0,0.0,0.0,0
20710,1,0,2.66,21,,0,4.9,0.5,0
1583,1,0,5.47,23,,0,0.0,0.0,0
70033,1,1,0.36,13,,0,41.4,2.0,0
9815,1,1,3.63,0,,0,0.1,0.0,0
52493,1,0,1.98,14,,0,44.8,3.0,0
11666,0,0,2.36,22,,0,7.8,0.5,0
53633,1,0,1.21,18,,0,11.9,0.8,0
3791,0,0,1.82,0,,0,0.0,0.0,0
25405,0,0,5.57,24,,0,104.6,6.1,0
14513,0,0,3.84,24,,0,6.7,0.4,0
26154,1,0,5.4,18,,0,235.1,12.6,0
18117,1,0,4.05,30,,0,35.0,1.9,0
1152,0,0,3.06,13,,3,0.0,0.0,0
14508,1,0,2.46,23,,1,63.7,1.5,0
10166,1,1,2.74,24,,1,4.8,0.4,0
20948,1,0,1.46,24,,0,0.0,0.0,0
21776,1,0,2.48,21,,0,25.0,5.4,0
22340,1,0,2.13,22,,0,8.4,0.9,0
18021,1,0,5.43,25,,0,5.5,0.3,0
6916,0,0,1.98,13,,0,0.0,0.0,0
27207,0,0,2.46,24,,0,8.0,0.8,0
34907,1,1,4.01,0,,0,38.0,3.6,0
441,0,0,4.67,13,,1,0.0,0.0,0
14511,0,0,2.2,21,,0,8.8,0.8,0
14451,0,0,1.27,11,,2,0.0,0.0,0
33535,1,0,4.17,24,,0,34.0,2.2,0
3320,1,0,3.76,0,,2,4.0,0.3,6
24192,0,0,0.28,23,,0,0.0,0.0,0
17502,1,0,3.47,24,,5,14.4,2.6,0
18725,0,0,2.21,23,,0,13.3,1.4,0
22331,1,0,3.2,13,,0,7.9,0.7,6
17180,1,0,3.26,18,,0,39.4,1.9,0
16851,0,0,2.75,22,,0,23.1,1.7,0
10281,0,0,0.6,22,,0,0.0,0.0,0
11116,0,0,2.79,22,,0,8.8,0.5,0
3767,0,0,4.97,20,,0,11.3,1.1,0
878,1,1,7.68,8,,0,3.7,0.4,5
10450,0,0,2.99,21,,0,5.1,0.3,0
23699,0,0,4.77,24,,0,16.5,0.7,0
38102,0,0,1.64,32,,0,58.5,8.0,0
16702,1,0,4.76,24,,0,38.3,1.9,0
1760,0,0,2.58,0,,0,0.0,0.0,0
18805,1,0,2.19,22,,0,11.5,0.4,0
19096,1,0,4.05,24,,0,18.3,1.3,0
17118,0,0,3.61,3,,0,4.1,0.2,3
40632,1,0,1.98,13,,0,11.7,0.5,0
45986,1,0,1.6,18,,1,70.4,5.3,0
22038,1,0,2.64,24,,0,14.1,1.2,0
14715,1,1,2.62,33,,0,30.0,6.0,1
29590,1,0,1.98,21,,0,18.5,8.6,0
25439,0,0,0.48,32,,0,0.0,0.0,0
36695,0,0,3.33,35,,0,62.4,8.2,0
44584,1,0,3.0,25,,0,19.5,7.5,0
9492,1,1,2.16,21,,0,0.0,0.0,0
34318,1,0,3.97,22,,0,35.1,1.7,0
32798,1,0,4.28,24,,0,21.3,10.6,0
15464,1,0,2.02,0,,2,19.6,1.0,0
55686,1,1,2.08,13,,0,17.2,0.7,0
4471,1,0,4.68,23,,0,3.2,2.0,0
2897,1,0,6.28,21,,0,8.6,0.6,0
19009,1,0,2.75,24,,0,16.8,1.1,0
56438,0,0,0.54,15,,0,19.5,1.2,0
37188,0,0,1.95,32,,1,20.0,1.1,0
33259,1,1,4.01,23,,0,241.0,11.1,0
20640,1,0,2.97,12,,0,4.8,0.3,0
34464,0,0,1.26,26,,0,60.1,2.3,0
14352,0,0,6.64,24,,0,11.9,1.2,0
3676,1,1,2.18,0,,0,0.0,0.0,4
42997,0,0,1.13,14,,0,61.3,9.4,0
10245,1,1,6.05,28,,0,2.5,0.2,0
30121,0,0,0.0,1,,0,0.0,0.0,0
44359,0,0,1.98,24,,0,74.2,7.2,0
1600,1,0,6.71,10,,0,0.4,0.0,1
9935,0,0,4.95,24,,0,2.9,0.1,0
11344,1,0,7.25,0,,0,0.0,0.0,0
71981,1,0,0.14,0,,0,0.0,0.0,0
4414,1,1,2.26,19,,0,0.0,0.0,0
683,0,0,6.79,37,,0,24.1,3.0,0
29463,1,0,3.39,30,,0,19.1,2.9,0
1881,1,0,6.85,20,,1,4.5,0.2,0
29103,1,0,1.92,24,,0,13.8,2.5,0
8519,1,0,1.29,21,,0,0.0,0.0,0
25031,1,1,1.28,23,,0,5.5,0.8,0
32611,1,1,1.54,14,,0,0.0,0.0,0
9442,1,0,2.71,19,,1,12.1,1.1,4
64005,1,1,1.27,41,,1,68.7,5.4,0
30586,1,0,3.6,26,,0,61.2,2.9,0
15856,1,0,2.66,17,,0,4.7,0.4,0
33243,1,0,3.76,22,,0,8.3,2.5,0
28645,1,1,1.68,24,,0,11.1,2.0,0
30445,1,1,4.74,24,,0,91.2,6.3,0
62983,1,0,1.53,5,,0,18.9,1.0,3
6964,1,0,3.44,32,,1,15.8,0.7,0
44899,1,0,2.76,40,,0,8.2,1.0,0
31191,1,1,2.66,15,,0,8.3,0.5,0
35258,1,1,3.72,44,,0,289.2,31.4,0
28666,0,0,1.22,21,,0,22.2,1.4,0
35918,1,0,2.92,40,,0,10.8,0.9,0
4014,0,0,1.79,0,,2,0.0,0.0,1
31848,1,0,0.36,20,,0,30.9,2.1,0
45370,1,0,1.98,17,,0,7.6,0.2,0
2378,1,0,3.13,12,,0,0.0,0.0,0
6843,1,0,3.28,23,,0,4.4,0.2,0
20893,1,0,5.69,19,,0,18.5,1.2,0
16083,1,0,2.35,23,,0,10.8,0.6,0
29107,0,0,0.07,11,,0,0.0,0.0,0
4200,1,1,3.65,0,,0,6.8,1.4,7
7188,1,0,1.33,14,,0,0.0,0.0,0
72087,1,0,0.0,5,,0,0.0,0.0,0
29480,1,0,4.91,24,,0,15.4,0.7,0
925,1,0,5.74,15,,0,3.8,0.5,0
5404,1,0,3.21,12,,0,1.8,0.2,0
19485,1,0,3.96,30,,0,83.8,24.8,0
13466,0,0,2.15,21,,1,2.9,0.2,0
61546,0,0,0.93,30,,0,82.8,4.1,0
16619,1,1,2.07,0,,0,0.1,0.0,0
26367,1,0,2.41,24,,2,12.4,1.1,0
17895,1,0,2.04,24,,1,11.0,1.5,0
8257,1,1,8.01,0,,0,0.0,0.0,0
6398,0,0,2.79,14,,0,0.0,0.0,1
7547,0,0,2.05,23,,4,0.0,0.0,0
20976,0,0,2.73,40,,0,13.2,1.1,0
11898,1,1,2.27,20,,0,4.3,0.2,0
20592,1,0,5.82,16,,0,9.1,25.9,0
4878,0,0,3.88,16,,0,7.3,4.0,0
10056,1,0,2.05,0,,0,0.0,0.0,0
24196,0,0,1.85,20,,2,33.5,1.7,0
28909,1,0,2.06,24,,0,9.6,0.4,0
53130,1,1,1.99,11,,0,1.9,0.7,0
22864,1,0,1.98,21,,0,9.1,0.9,0
24058,1,0,3.31,26,,0,15.7,1.1,0
46934,1,0,2.63,35,,0,39.2,2.4,0
57,0,0,9.75,0,,0,0.0,0.0,0
24962,1,0,4.3,21,,0,87.3,3.3,0
43121,1,0,2.89,30,,0,17.3,0.5,0
14960,1,0,3.18,22,,0,17.4,2.2,0
22574,1,0,2.08,20,,0,8.5,1.0,0
14160,0,0,2.62,1,,0,0.0,0.0,0
11054,0,0,1.14,17,,0,0.0,0.0,0
33477,1,0,4.03,22,,0,23.9,0.8,0
15035,0,0,1.98,21,,0,18.6,1.5,0
5123,0,0,4.6,20,,0,21.3,1.4,0
12844,1,0,7.37,0,,1,18.5,3.8,0
6944,1,0,3.5,23,,0,16.7,1.8,0
1990,1,0,7.53,10,,0,5.9,0.3,6
19801,1,0,3.16,22,,0,23.8,0.7,0
25594,0,0,0.42,20,,0,0.0,0.0,0
17329,1,0,6.52,21,,0,10.0,0.9,0
59087,1,0,1.68,21,,1,122.5,8.4,0
6269,0,0,3.84,24,,0,25.9,1.7,0
29836,1,0,1.48,35,,0,105.6,15.0,0
15088,1,0,2.01,0,,1,0.1,0.0,1
39625,1,0,2.18,15,,0,35.0,3.2,0
6819,0,0,1.37,0,,0,0.0,0.0,7
7610,0,0,0.99,0,,0,0.0,0.0,4
26923,0,0,2.25,24,,0,13.2,0.7,0
37928,0,0,1.42,22,,1,64.9,2.4,0
11387,0,0,2.45,0,,0,0.5,0.1,2
12767,1,0,3.34,0,,0,4.2,0.4,6
26984,0,0,2.15,17,,1,24.0,0.9,0
13479,1,0,1.94,0,,3,0.4,0.0,4
40529,1,0,3.15,24,,0,10.5,0.9,0
4266,0,0,1.76,23,,1,0.0,0.0,0
6587,0,0,4.5,24,,0,0.0,0.0,0
2534,0,0,8.77,21,,1,14.8,1.5,0
54958,1,1,1.94,31,,0,18.7,2.1,0
21420,1,0,2.56,38,,0,19.4,1.3,0
8382,0,0,4.6,10,,0,1.6,0.1,4
11662,1,0,7.48,22,,0,20.7,1.7,0
27543,1,1,2.57,32,,2,23.4,1.5,0
29157,0,0,0.33,0,,2,2.3,0.2,4
6417,1,0,2.48,0,,0,0.0,0.0,6
32504,0,0,0.02,6,,0,0.0,0.0,0
2460,1,0,8.54,41,,0,51.1,7.7,0
19059,1,0,2.01,23,,0,14.6,13.8,0
20285,1,0,6.12,33,,0,85.8,4.7,0
66673,1,0,0.39,11,,1,65.1,4.4,0
30798,1,0,4.37,24,,0,57.4,5.0,0
52664,1,0,2.4,16,,0,107.0,7.7,0
23758,1,0,3.83,10,,0,2.6,0.2,5
34714,1,0,0.64,0,,0,3.8,0.4,7
402,1,0,8.88,25,,3,5.3,0.7,0
25426,0,0,5.56,163,,0,0.0,0.0,0
29522,1,0,3.16,26,,0,29.2,1.5,0
35558,1,0,1.0,21,,0,4.3,0.8,0
4558,1,1,5.5,32,,0,73.0,5.0,0
10906,1,0,2.92,20,,0,26.2,1.2,0
30211,0,0,0.35,0,,0,10.6,14.1,0
1664,1,0,8.96,24,,0,119.0,11.0,0
9657,0,0,3.18,22,,0,23.2,1.1,0
18250,1,1,7.13,0,,0,0.0,0.0,0
50308,0,0,1.46,19,,0,0.0,0.0,0
11224,1,1,4.04,24,,0,11.9,1.0,0
21233,1,0,2.0,22,,0,1.4,0.1,0
15384,1,1,2.18,0,,0,0.3,0.0,0
32821,0,0,2.96,32,,1,12.5,3.8,0
2196,1,0,6.82,34,,0,25.6,1.9,0
18571,0,0,2.03,19,,0,8.4,0.5,0
6801,0,0,1.39,14,,0,0.0,0.0,0
42247,1,0,2.24,15,,0,75.9,3.4,0
6333,0,0,2.85,22,,1,18.3,1.6,0
523,0,0,4.5,0,,0,0.0,0.0,6
11846,0,0,2.66,22,,0,3.5,0.9,0
38197,0,0,3.49,33,,0,90.5,6.6,0
1593,0,0,2.25,22,,0,0.0,0.0,0
9092,0,0,1.33,13,,0,0.0,0.0,0
2639,0,0,2.13,10,,0,0.0,0.0,0
1555,0,0,2.57,23,,2,0.0,0.0,0
22307,1,1,1.98,0,,1,20.7,1.5,7
9852,1,0,2.52,23,,0,13.9,0.8,0
15107,1,0,2.59,20,,0,5.7,0.8,0
7436,1,1,2.4,22,,0,0.0,0.0,0
16065,1,1,2.6,0,,0,1.8,0.2,3
21662,1,0,2.08,20,,0,4.5,0.4,3
15604,1,0,1.45,22,,0,0.0,0.0,0
3090,0,0,2.0,0,,0,0.0,0.0,5
26938,0,0,0.26,15,,0,0.0,0.0,0
22225,1,1,0.44,19,,0,0.0,0.0,0
4753,1,1,2.02,0,,0,0.0,0.0,6
5221,1,0,3.93,35,,0,22.8,1.5,0
3174,1,1,5.72,23,,2,16.5,2.4,0
36024,1,1,0.56,41,,1,46.5,1.1,0
18954,1,0,1.99,29,,1,44.3,3.7,0
6582,1,0,3.85,23,,0,17.4,1.1,0
22713,1,0,4.53,24,,0,30.0,1.5,0
12450,1,0,3.29,23,,0,23.9,1.7,0
26425,1,0,2.65,10,,1,2.7,0.2,6
13621,0,0,3.12,20,,0,20.7,2.1,0
12469,0,0,4.92,20,,0,31.8,1.2,0
8502,1,0,1.99,22,,0,0.0,0.0,0
9264,1,1,4.91,20,,0,15.2,0.9,0
24251,0,0,2.03,20,,0,21.0,1.7,0
3136,0,0,1.94,14,,1,0.0,0.0,0
13983,0,0,2.05,24,,0,0.9,0.4,0
10994,1,1,1.28,19,,0,0.0,0.0,0
21794,1,0,4.43,18,,0,36.6,4.4,0
66242,0,0,0.99,18,,0,40.7,2.9,0
26902,1,0,1.33,29,,0,40.2,1.8,0
17342,1,0,2.43,21,,0,12.6,1.7,0
881,1,0,3.33,0,,0,0.0,0.0,5
10875,1,0,2.59,12,,1,10.1,0.8,0
3813,1,0,2.15,13,,0,0.0,0.0,0
50249,0,0,0.68,27,,0,26.7,1.8,0
20917,1,0,1.97,23,,0,9.9,0.9,0
27805,1,0,3.12,32,,0,48.6,3.7,0
34999,1,0,1.98,51,,0,0.0,0.0,0
32537,1,0,4.58,44,,0,15.7,2.4,0
129,1,0,9.96,29,,0,18.5,4.0,0
56968,1,0,1.98,17,,0,36.9,3.2,0
3588,1,0,2.27,19,,1,0.0,0.0,3
14283,1,0,2.6,22,,0,24.7,2.4,0
38634,1,1,3.92,17,,0,151.2,5.8,0
64210,0,0,0.71,21,,0,57.0,4.9,0
39265,1,0,1.07,30,,0,15.4,1.9,0
23376,0,0,1.98,22,,0,11.0,1.2,0
46292,0,0,0.72,20,,0,7.4,1.8,0
18840,1,0,2.1,25,,0,41.7,45.8,0
21216,1,0,6.87,0,,0,0.0,0.0,0
40954,0,0,1.56,24,,0,21.7,2.2,0
29753,0,0,0.96,53,,0,39.6,5.1,0
5060,1,1,2.68,11,,1,0.0,0.0,7
9303,1,0,3.5,35,,1,50.3,2.2,0
36473,0,0,1.28,25,,0,4.1,0.2,0
8272,1,1,2.08,0,,0,0.0,0.0,7
6842,0,0,1.09,0,,0,0.0,0.0,0
7582,1,0,2.53,0,,0,1.5,0.1,4
10550,1,0,3.69,10,,0,3.5,1.1,7
31739,1,0,5.07,19,,1,53.5,4.7,0
27945,0,0,1.99,24,,0,36.7,4.6,0
10411,0,0,3.77,24,,0,1.2,0.1,0
11396,0,0,6.22,20,,0,39.8,10.8,0
52111,0,0,1.0,28,,0,50.9,2.3,0
14619,1,0,2.11,0,,0,0.9,0.4,2
33659,1,0,1.7,80,,0,175.6,22.8,0
17056,1,0,2.06,37,,0,17.6,1.4,0
43795,1,0,2.88,20,,0,40.9,4.1,0
1236,0,0,2.76,0,,0,0.0,0.0,7
29787,0,0,0.3,20,,0,10.8,1.5,0
49439,0,0,1.98,24,,1,24.8,2.9,0
3027,1,1,2.65,0,,2,0.0,0.0,5
24436,1,0,2.21,23,,0,8.2,0.8,0
4068,1,0,3.08,13,,0,0.0,0.0,0
11496,1,0,2.08,20,,0,8.3,0.4,2
6327,1,1,2.36,20,,0,0.0,0.0,0
3425,1,1,3.37,23,,0,0.0,0.0,0
46835,0,0,2.5,24,,0,107.7,10.7,0
4277,0,0,4.17,23,,1,12.5,1.0,0
14022,0,0,5.64,33,,0,24.4,1.0,0
15935,1,0,6.65,29,,0,25.7,0.7,0
49752,1,1,2.09,15,,0,140.9,11.3,0
9854,1,0,3.16,0,,0,1.2,0.1,3
11337,1,1,2.67,0,,0,19.1,2.3,3
29932,1,1,2.01,40,,0,12.3,2.1,0
58460,1,0,1.14,41,,0,96.3,7.2,0
7786,1,1,3.01,0,,0,3.5,0.2,6
6388,0,0,5.13,0,,0,0.0,0.0,0
15949,1,0,1.98,24,,0,0.0,0.0,0
46451,1,1,2.11,20,,1,60.7,10.6,0
22211,1,0,2.96,24,,0,15.3,0.6,0
7293,1,1,1.39,23,,0,0.0,0.0,0
49262,1,1,2.0,18,,0,2.3,0.1,0
47328,1,0,2.42,10,,0,5.6,0.1,0
36951,1,0,2.32,25,,0,6.1,1.5,0
15482,1,0,3.76,22,,0,6.8,1.0,0
29439,1,0,4.91,13,,0,3.2,0.2,0
25081,1,0,4.3,33,,0,24.4,2.5,0
29721,1,1,0.79,0,,0,5.4,0.5,6
